,region_index,city,region_label,time,speed_kmh,free_flow_speed_kmh,congestion_level,travel_time_per_10_km_min
96,0,Berlin,Berlin,2025-01-05 00:00:00,34.5,38.1,10.4,17.3
97,0,Berlin,Berlin,2025-01-05 01:00:00,34.5,37.2,7.8,17.3
98,0,Berlin,Berlin,2025-01-05 02:00:00,35.0,37.2,6.0,17.0
99,0,Berlin,Berlin,2025-01-05 03:00:00,36.4,38.0,4.3,16.4
100,0,Berlin,Berlin,2025-01-05 04:00:00,39.1,40.4,3.1,15.3
101,0,Berlin,Berlin,2025-01-05 05:00:00,39.9,41.1,2.9,15.0
102,0,Berlin,Berlin,2025-01-05 06:00:00,39.5,41.2,4.4,15.1
103,0,Berlin,Berlin,2025-01-05 07:00:00,39.3,42.6,8.5,15.2
104,0,Berlin,Berlin,2025-01-05 08:00:00,39.5,43.2,9.4,15.1
105,0,Berlin,Berlin,2025-01-05 09:00:00,39.1,43.3,10.8,15.3
106,0,Berlin,Berlin,2025-01-05 10:00:00,37.9,43.2,13.9,15.7
107,0,Berlin,Berlin,2025-01-05 11:00:00,37.4,43.4,15.9,16.0
108,0,Berlin,Berlin,2025-01-05 12:00:00,36.3,43.1,18.5,16.4
109,0,Berlin,Berlin,2025-01-05 13:00:00,35.5,42.8,20.6,16.8
110,0,Berlin,Berlin,2025-01-05 14:00:00,34.6,42.4,22.4,17.2
111,0,Berlin,Berlin,2025-01-05 15:00:00,34.1,42.0,23.2,17.5
112,0,Berlin,Berlin,2025-01-05 16:00:00,32.7,41.6,27.2,18.3
113,0,Berlin,Berlin,2025-01-05 17:00:00,30.3,41.2,36.1,19.8
114,0,Berlin,Berlin,2025-01-05 18:00:00,26.6,40.9,53.3,22.4
115,0,Berlin,Berlin,2025-01-05 19:00:00,27.1,40.9,50.5,22.0
116,0,Berlin,Berlin,2025-01-05 20:00:00,30.2,40.4,33.6,19.8
117,0,Berlin,Berlin,2025-01-05 21:00:00,32.3,40.5,25.3,18.5
118,0,Berlin,Berlin,2025-01-05 22:00:00,33.6,40.0,18.9,17.8
119,0,Berlin,Berlin,2025-01-05 23:00:00,35.1,40.1,14.3,17.0
120,0,Berlin,Berlin,2025-01-06 00:00:00,36.0,40.1,11.3,16.6
121,0,Berlin,Berlin,2025-01-06 01:00:00,35.4,39.0,10.2,16.9
122,0,Berlin,Berlin,2025-01-06 02:00:00,35.8,39.4,10.2,16.7
123,0,Berlin,Berlin,2025-01-06 03:00:00,38.3,41.9,9.3,15.6
124,0,Berlin,Berlin,2025-01-06 04:00:00,41.8,45.3,8.4,14.3
125,0,Berlin,Berlin,2025-01-06 05:00:00,40.5,46.1,13.7,14.7
126,0,Berlin,Berlin,2025-01-06 06:00:00,35.8,45.3,26.2,16.7
127,0,Berlin,Berlin,2025-01-06 07:00:00,29.2,43.2,47.6,20.5
128,0,Berlin,Berlin,2025-01-06 08:00:00,27.9,42.2,51.1,21.4
129,0,Berlin,Berlin,2025-01-06 09:00:00,30.1,42.1,40.0,19.9
130,0,Berlin,Berlin,2025-01-06 10:00:00,30.7,41.9,36.3,19.5
131,0,Berlin,Berlin,2025-01-06 11:00:00,29.9,41.6,39.1,20.0
132,0,Berlin,Berlin,2025-01-06 12:00:00,30.0,41.6,38.9,19.9
133,0,Berlin,Berlin,2025-01-06 13:00:00,30.0,41.8,39.1,19.9
134,0,Berlin,Berlin,2025-01-06 14:00:00,28.3,41.7,47.1,21.1
135,0,Berlin,Berlin,2025-01-06 15:00:00,26.6,41.3,55.1,22.5
136,0,Berlin,Berlin,2025-01-06 16:00:00,27.0,41.4,53.0,22.1
137,0,Berlin,Berlin,2025-01-06 17:00:00,29.0,41.5,42.7,20.6
138,0,Berlin,Berlin,2025-01-06 18:00:00,30.9,41.1,32.9,19.4
139,0,Berlin,Berlin,2025-01-06 19:00:00,32.5,40.5,24.6,18.4
140,0,Berlin,Berlin,2025-01-06 20:00:00,33.5,40.2,19.9,17.8
141,0,Berlin,Berlin,2025-01-06 21:00:00,34.7,40.3,15.9,17.2
142,0,Berlin,Berlin,2025-01-06 22:00:00,35.7,40.2,12.5,16.7
143,0,Berlin,Berlin,2025-01-06 23:00:00,35.8,39.5,10.2,16.7
144,0,Berlin,Berlin,2025-01-07 00:00:00,35.5,38.6,8.5,16.8
145,0,Berlin,Berlin,2025-01-07 01:00:00,35.5,38.4,8.2,16.8
146,0,Berlin,Berlin,2025-01-07 02:00:00,35.8,39.0,8.8,16.7
147,0,Berlin,Berlin,2025-01-07 03:00:00,38.6,41.1,6.5,15.5
148,0,Berlin,Berlin,2025-01-07 04:00:00,42.7,44.8,5.0,14.0
149,0,Berlin,Berlin,2025-01-07 05:00:00,41.5,45.8,10.5,14.4
150,0,Berlin,Berlin,2025-01-07 06:00:00,36.6,45.3,23.5,16.3
151,0,Berlin,Berlin,2025-01-07 07:00:00,29.8,43.3,45.0,20.0
152,0,Berlin,Berlin,2025-01-07 08:00:00,28.2,42.0,48.7,21.2
153,0,Berlin,Berlin,2025-01-07 09:00:00,30.6,41.9,36.9,19.5
154,0,Berlin,Berlin,2025-01-07 10:00:00,31.4,41.9,33.5,19.0
155,0,Berlin,Berlin,2025-01-07 11:00:00,30.9,41.7,34.9,19.3
156,0,Berlin,Berlin,2025-01-07 12:00:00,30.8,41.9,35.9,19.4
157,0,Berlin,Berlin,2025-01-07 13:00:00,30.3,41.8,37.8,19.7
158,0,Berlin,Berlin,2025-01-07 14:00:00,28.2,41.7,47.6,21.2
159,0,Berlin,Berlin,2025-01-07 15:00:00,26.3,41.4,57.4,22.7
160,0,Berlin,Berlin,2025-01-07 16:00:00,25.7,41.0,59.6,23.3
161,0,Berlin,Berlin,2025-01-07 17:00:00,27.2,41.3,51.5,21.9
162,0,Berlin,Berlin,2025-01-07 18:00:00,28.3,40.7,44.0,21.1
163,0,Berlin,Berlin,2025-01-07 19:00:00,31.4,40.2,27.8,19.0
164,0,Berlin,Berlin,2025-01-07 20:00:00,32.9,39.9,21.3,18.2
165,0,Berlin,Berlin,2025-01-07 21:00:00,34.1,40.0,17.2,17.5
166,0,Berlin,Berlin,2025-01-07 22:00:00,34.9,39.9,14.1,17.1
167,0,Berlin,Berlin,2025-01-07 23:00:00,35.8,39.8,11.1,16.7
168,0,Berlin,Berlin,2025-01-08 00:00:00,35.1,38.5,9.6,17.0
169,0,Berlin,Berlin,2025-01-08 01:00:00,34.9,38.0,8.6,17.1
170,0,Berlin,Berlin,2025-01-08 02:00:00,35.5,38.8,9.1,16.8
171,0,Berlin,Berlin,2025-01-08 03:00:00,38.3,41.4,7.8,15.6
172,0,Berlin,Berlin,2025-01-08 04:00:00,42.0,44.4,5.8,14.2
173,0,Berlin,Berlin,2025-01-08 05:00:00,41.3,45.7,10.7,14.5
174,0,Berlin,Berlin,2025-01-08 06:00:00,36.3,45.4,25.0,16.5
175,0,Berlin,Berlin,2025-01-08 07:00:00,28.9,43.1,48.8,20.7
176,0,Berlin,Berlin,2025-01-08 08:00:00,27.3,42.1,53.9,21.9
177,0,Berlin,Berlin,2025-01-08 09:00:00,29.6,41.9,41.3,20.2
178,0,Berlin,Berlin,2025-01-08 10:00:00,30.7,42.0,36.7,19.5
179,0,Berlin,Berlin,2025-01-08 11:00:00,30.3,41.7,37.6,19.7
180,0,Berlin,Berlin,2025-01-08 12:00:00,29.6,41.4,39.7,20.2
181,0,Berlin,Berlin,2025-01-08 13:00:00,29.6,41.5,40.3,20.2
182,0,Berlin,Berlin,2025-01-08 14:00:00,28.9,41.9,44.7,20.7
183,0,Berlin,Berlin,2025-01-08 15:00:00,26.5,41.5,56.3,22.5
184,0,Berlin,Berlin,2025-01-08 16:00:00,26.5,41.5,56.2,22.5
185,0,Berlin,Berlin,2025-01-08 17:00:00,28.2,41.5,47.4,21.2
186,0,Berlin,Berlin,2025-01-08 18:00:00,30.2,40.9,35.6,19.8
187,0,Berlin,Berlin,2025-01-08 19:00:00,32.1,40.2,25.5,18.6
188,0,Berlin,Berlin,2025-01-08 20:00:00,33.1,40.0,20.5,18.0
189,0,Berlin,Berlin,2025-01-08 21:00:00,34.0,40.1,17.9,17.6
190,0,Berlin,Berlin,2025-01-08 22:00:00,34.6,39.8,14.9,17.2
191,0,Berlin,Berlin,2025-01-08 23:00:00,35.4,39.1,10.2,16.9
192,0,Berlin,Berlin,2025-01-09 00:00:00,35.1,38.2,8.8,17.0
193,0,Berlin,Berlin,2025-01-09 01:00:00,34.9,37.5,7.6,17.1
194,0,Berlin,Berlin,2025-01-09 02:00:00,34.9,38.6,10.4,17.1
195,0,Berlin,Berlin,2025-01-09 03:00:00,37.8,41.8,10.4,15.8
196,0,Berlin,Berlin,2025-01-09 04:00:00,40.7,44.5,9.4,14.7
197,0,Berlin,Berlin,2025-01-09 05:00:00,39.6,45.2,14.1,15.1
198,0,Berlin,Berlin,2025-01-09 06:00:00,35.1,44.9,27.9,17.0
199,0,Berlin,Berlin,2025-01-09 07:00:00,28.4,43.0,51.4,21.0
200,0,Berlin,Berlin,2025-01-09 08:00:00,26.8,41.9,56.3,22.3
201,0,Berlin,Berlin,2025-01-09 09:00:00,29.2,41.8,43.1,20.5
202,0,Berlin,Berlin,2025-01-09 10:00:00,30.7,41.8,36.2,19.5
203,0,Berlin,Berlin,2025-01-09 11:00:00,30.1,41.6,38.1,19.8
204,0,Berlin,Berlin,2025-01-09 12:00:00,30.0,41.7,38.8,19.9
205,0,Berlin,Berlin,2025-01-09 13:00:00,29.4,41.6,41.7,20.4
206,0,Berlin,Berlin,2025-01-09 14:00:00,27.0,41.3,52.6,22.1
207,0,Berlin,Berlin,2025-01-09 15:00:00,23.8,40.7,71.1,25.1
208,0,Berlin,Berlin,2025-01-09 16:00:00,20.1,40.3,99.8,29.7
209,0,Berlin,Berlin,2025-01-09 17:00:00,19.9,40.2,101.6,30.1
210,0,Berlin,Berlin,2025-01-09 18:00:00,22.5,40.0,77.3,26.5
211,0,Berlin,Berlin,2025-01-09 19:00:00,25.9,39.7,53.1,23.0
212,0,Berlin,Berlin,2025-01-09 20:00:00,29.3,40.0,36.6,20.4
213,0,Berlin,Berlin,2025-01-09 21:00:00,31.3,40.0,27.4,19.1
214,0,Berlin,Berlin,2025-01-09 22:00:00,32.7,39.5,20.9,18.3
215,0,Berlin,Berlin,2025-01-09 23:00:00,33.8,39.2,15.8,17.7
216,0,Berlin,Berlin,2025-01-10 00:00:00,33.6,38.1,13.3,17.8
217,0,Berlin,Berlin,2025-01-10 01:00:00,33.3,37.7,13.1,17.9
218,0,Berlin,Berlin,2025-01-10 02:00:00,33.6,38.3,13.9,17.8
219,0,Berlin,Berlin,2025-01-10 03:00:00,35.4,40.5,14.4,16.9
220,0,Berlin,Berlin,2025-01-10 04:00:00,39.3,44.1,12.3,15.2
221,0,Berlin,Berlin,2025-01-10 05:00:00,38.9,45.0,15.8,15.4
222,0,Berlin,Berlin,2025-01-10 06:00:00,35.2,44.3,25.8,17.0
223,0,Berlin,Berlin,2025-01-10 07:00:00,30.2,42.9,42.1,19.8
224,0,Berlin,Berlin,2025-01-10 08:00:00,29.7,42.2,41.7,20.1
225,0,Berlin,Berlin,2025-01-10 09:00:00,30.6,41.9,36.9,19.5
226,0,Berlin,Berlin,2025-01-10 10:00:00,30.5,41.8,37.1,19.6
227,0,Berlin,Berlin,2025-01-10 11:00:00,30.1,41.8,38.6,19.8
228,0,Berlin,Berlin,2025-01-10 12:00:00,29.4,41.7,41.6,20.3
229,0,Berlin,Berlin,2025-01-10 13:00:00,28.3,41.7,47.4,21.1
230,0,Berlin,Berlin,2025-01-10 14:00:00,25.9,40.9,57.6,23.0
231,0,Berlin,Berlin,2025-01-10 15:00:00,26.4,41.1,55.2,22.6
232,0,Berlin,Berlin,2025-01-10 16:00:00,28.1,41.3,46.7,21.3
233,0,Berlin,Berlin,2025-01-10 17:00:00,29.2,41.4,41.5,20.4
234,0,Berlin,Berlin,2025-01-10 18:00:00,29.6,40.7,37.4,20.2
235,0,Berlin,Berlin,2025-01-10 19:00:00,30.9,40.0,29.2,19.3
236,0,Berlin,Berlin,2025-01-10 20:00:00,31.8,39.5,24.2,18.8
237,0,Berlin,Berlin,2025-01-10 21:00:00,32.7,39.3,20.3,18.3
238,0,Berlin,Berlin,2025-01-10 22:00:00,33.3,39.3,17.8,17.9
239,0,Berlin,Berlin,2025-01-10 23:00:00,33.9,38.7,14.0,17.6
240,0,Berlin,Berlin,2025-01-11 00:00:00,34.4,37.8,10.0,17.4
241,0,Berlin,Berlin,2025-01-11 01:00:00,34.4,36.9,7.2,17.4
242,0,Berlin,Berlin,2025-01-11 02:00:00,34.6,36.7,5.9,17.2
243,0,Berlin,Berlin,2025-01-11 03:00:00,36.0,37.8,4.9,16.6
244,0,Berlin,Berlin,2025-01-11 04:00:00,38.1,39.8,4.5,15.7
245,0,Berlin,Berlin,2025-01-11 05:00:00,38.8,41.4,6.7,15.4
246,0,Berlin,Berlin,2025-01-11 06:00:00,38.2,41.9,9.7,15.6
247,0,Berlin,Berlin,2025-01-11 07:00:00,38.1,43.0,12.8,15.7
248,0,Berlin,Berlin,2025-01-11 08:00:00,38.1,43.3,13.7,15.7
249,0,Berlin,Berlin,2025-01-11 09:00:00,36.4,42.9,17.8,16.4
250,0,Berlin,Berlin,2025-01-11 10:00:00,34.7,42.6,22.7,17.2
251,0,Berlin,Berlin,2025-01-11 11:00:00,32.8,42.1,28.2,18.2
252,0,Berlin,Berlin,2025-01-11 12:00:00,31.4,41.9,33.3,19.0
253,0,Berlin,Berlin,2025-01-11 13:00:00,30.2,41.4,37.1,19.8
254,0,Berlin,Berlin,2025-01-11 14:00:00,29.9,41.4,38.3,20.0
255,0,Berlin,Berlin,2025-01-11 15:00:00,29.6,41.0,38.5,20.2
256,0,Berlin,Berlin,2025-01-11 16:00:00,29.6,40.9,38.1,20.2
257,0,Berlin,Berlin,2025-01-11 17:00:00,28.8,40.7,41.4,20.8
258,0,Berlin,Berlin,2025-01-11 18:00:00,28.9,39.9,38.0,20.7
259,0,Berlin,Berlin,2025-01-11 19:00:00,30.2,39.4,30.3,19.8
260,0,Berlin,Berlin,2025-01-11 20:00:00,31.4,39.2,24.9,19.0
261,0,Berlin,Berlin,2025-01-11 21:00:00,32.4,39.2,21.1,18.5
262,0,Berlin,Berlin,2025-01-11 22:00:00,32.9,39.3,19.2,18.1
263,0,Berlin,Berlin,2025-01-11 23:00:00,33.6,38.6,15.0,17.8
264,0,Berlin,Berlin,2025-01-12 00:00:00,33.9,37.8,11.4,17.6
265,0,Berlin,Berlin,2025-01-12 01:00:00,34.4,37.1,7.9,17.4
266,0,Berlin,Berlin,2025-01-12 02:00:00,34.6,36.6,5.6,17.3
267,0,Berlin,Berlin,2025-01-12 03:00:00,35.2,36.7,4.2,17.0
268,0,Berlin,Berlin,2025-01-12 04:00:00,36.8,38.1,3.5,16.2
269,0,Berlin,Berlin,2025-01-12 05:00:00,38.3,39.2,2.5,15.6
270,0,Berlin,Berlin,2025-01-12 06:00:00,38.7,40.1,3.6,15.4
271,0,Berlin,Berlin,2025-01-12 07:00:00,38.6,41.6,7.7,15.5
272,0,Berlin,Berlin,2025-01-12 08:00:00,39.3,43.0,9.2,15.2
273,0,Berlin,Berlin,2025-01-12 09:00:00,38.6,43.2,11.8,15.5
274,0,Berlin,Berlin,2025-01-12 10:00:00,37.3,43.1,15.4,16.0
275,0,Berlin,Berlin,2025-01-12 11:00:00,35.5,42.7,20.1,16.8
276,0,Berlin,Berlin,2025-01-12 12:00:00,34.4,42.6,23.8,17.4
277,0,Berlin,Berlin,2025-01-12 13:00:00,33.9,42.7,25.7,17.6
278,0,Berlin,Berlin,2025-01-12 14:00:00,33.3,42.3,26.9,17.9
279,0,Berlin,Berlin,2025-01-12 15:00:00,33.0,41.9,26.8,18.1
280,0,Berlin,Berlin,2025-01-12 16:00:00,32.7,42.1,28.7,18.3
281,0,Berlin,Berlin,2025-01-12 17:00:00,32.8,41.9,27.6,18.2
282,0,Berlin,Berlin,2025-01-12 18:00:00,33.3,41.5,24.5,17.9
283,0,Berlin,Berlin,2025-01-12 19:00:00,33.8,40.9,21.1,17.7
284,0,Berlin,Berlin,2025-01-12 20:00:00,34.5,40.7,18.0,17.3
285,0,Berlin,Berlin,2025-01-12 21:00:00,35.3,40.6,14.9,16.9
286,0,Berlin,Berlin,2025-01-12 22:00:00,35.5,40.0,12.7,16.8
287,0,Berlin,Berlin,2025-01-12 23:00:00,36.2,39.8,10.0,16.5
288,0,Berlin,Berlin,2025-01-13 00:00:00,36.2,39.1,7.8,16.5
289,0,Berlin,Berlin,2025-01-13 01:00:00,35.7,38.3,7.1,16.7
290,0,Berlin,Berlin,2025-01-13 02:00:00,36.0,39.0,8.2,16.6
291,0,Berlin,Berlin,2025-01-13 03:00:00,39.2,41.9,6.8,15.2
292,0,Berlin,Berlin,2025-01-13 04:00:00,43.3,45.6,5.3,13.8
293,0,Berlin,Berlin,2025-01-13 05:00:00,41.6,46.5,11.8,14.4
294,0,Berlin,Berlin,2025-01-13 06:00:00,35.7,45.3,26.9,16.7
295,0,Berlin,Berlin,2025-01-13 07:00:00,28.8,43.3,50.0,20.7
296,0,Berlin,Berlin,2025-01-13 08:00:00,26.7,42.1,57.1,22.3
297,0,Berlin,Berlin,2025-01-13 09:00:00,28.5,41.8,46.8,21.0
298,0,Berlin,Berlin,2025-01-13 10:00:00,30.1,42.0,39.5,19.9
299,0,Berlin,Berlin,2025-01-13 11:00:00,29.9,41.9,40.0,20.0
300,0,Berlin,Berlin,2025-01-13 12:00:00,29.6,41.7,40.9,20.2
301,0,Berlin,Berlin,2025-01-13 13:00:00,28.9,41.6,43.6,20.7
302,0,Berlin,Berlin,2025-01-13 14:00:00,27.7,41.7,50.4,21.6
303,0,Berlin,Berlin,2025-01-13 15:00:00,25.7,41.2,60.1,23.3
304,0,Berlin,Berlin,2025-01-13 16:00:00,25.9,41.2,58.7,23.1
305,0,Berlin,Berlin,2025-01-13 17:00:00,27.6,41.2,49.1,21.6
306,0,Berlin,Berlin,2025-01-13 18:00:00,29.7,40.8,37.2,20.1
307,0,Berlin,Berlin,2025-01-13 19:00:00,32.1,40.5,26.2,18.6
308,0,Berlin,Berlin,2025-01-13 20:00:00,32.8,40.1,22.1,18.2
309,0,Berlin,Berlin,2025-01-13 21:00:00,33.8,40.0,18.3,17.7
310,0,Berlin,Berlin,2025-01-13 22:00:00,34.9,39.8,13.9,17.1
311,0,Berlin,Berlin,2025-01-13 23:00:00,35.7,39.3,10.2,16.7
312,0,Berlin,Berlin,2025-01-14 00:00:00,34.9,37.9,8.6,17.1
313,0,Berlin,Berlin,2025-01-14 01:00:00,35.0,38.0,8.5,17.0
314,0,Berlin,Berlin,2025-01-14 02:00:00,35.4,38.7,9.5,16.9
315,0,Berlin,Berlin,2025-01-14 03:00:00,38.3,41.6,8.6,15.6
316,0,Berlin,Berlin,2025-01-14 04:00:00,42.4,45.0,6.2,14.1
317,0,Berlin,Berlin,2025-01-14 05:00:00,40.8,45.7,11.9,14.6
318,0,Berlin,Berlin,2025-01-14 06:00:00,35.5,45.2,27.3,16.8
319,0,Berlin,Berlin,2025-01-14 07:00:00,28.5,43.3,51.9,21.0
320,0,Berlin,Berlin,2025-01-14 08:00:00,26.7,42.0,57.5,22.4
321,0,Berlin,Berlin,2025-01-14 09:00:00,29.3,42.1,43.6,20.4
322,0,Berlin,Berlin,2025-01-14 10:00:00,30.8,42.0,36.2,19.4
