booking_val_per_km,pickup_location,booking_value,ride_distance,booking_status,long_ride,time_period,day,High_value_booking,hour,vehicle_type,weekend,drop_location
,Karkarduma,,,Cancelled_By_Customer,0,morning,9,0,11,Auto,0,Igi_Airport
,Shastri_Nagar,,,Cancelled_By_Driver,0,late night,2,0,4,Go_Sedan,1,New_Colony
26.71480144404332,Aya_Nagar,370.0,13.85,Incomplete,0,evening,27,1,18,Auto,0,Green_Park
,Dwarka_Mor,,,Cancelled_By_Driver,0,morning,8,0,9,Premier_Sedan,0,Ito
,Adarsh_Nagar,,,Cancelled_By_Driver,0,morning,20,0,9,Premier_Sedan,0,Noida_Extension
78.4366576819407,Vidhan_Sabha,291.0,3.71,Completed,0,afternoon,25,1,12,Ebike,0,Mehrauli
3.4566403881140086,Anand_Vihar,114.0,32.98,Completed,0,morning,11,0,11,Auto,0,Saket
41.42857142857143,Uttam_Nagar,464.0,11.2,Completed,0,night,17,1,20,Go_Mini,0,New_Delhi_Railway_Station
3.524229074889868,Model_Town,160.0,45.4,Completed,1,evening,29,0,19,Go_Sedan,0,Mundka
,Mandi_House,,,Cancelled_By_Driver,0,morning,22,0,10,Auto,1,India_Gate
7.157748436414177,Ghitorni,206.0,28.78,Completed,0,night,21,0,21,Ebike,1,Pitampura
77.22419928825623,Ghitorni_Village,217.0,2.81,Incomplete,0,morning,23,1,11,Go_Mini,0,Palam_Vihar
36.50519031141869,Okhla,633.0,17.34,Completed,0,night,5,1,21,Bike,1,Netaji_Subhash_Place
76.43923240938166,Dlf_City_Court,717.0,9.38,Completed,0,evening,8,1,17,Auto,0,Udyog_Vihar_Phase_4
12.6890756302521,Rajiv_Nagar,151.0,11.9,Completed,0,night,26,0,21,Go_Sedan,0,Ramesh_Nagar
14.357823892316322,Sohna_Road,512.0,35.66,Completed,0,morning,5,0,7,Premier_Sedan,0,New_Delhi_Railway_Station
,Sadar_Bazar_Gurgaon,,,Cancelled_By_Customer,0,morning,25,0,8,Go_Sedan,0,Indraprastha
,Anand_Vihar_Isbt,,,Cancelled_By_Driver,0,evening,15,0,18,Premier_Sedan,0,Rohini
63.79072969251951,Lajpat_Nagar,1390.0,21.79,Completed,0,morning,10,1,9,Premier_Sedan,1,Chirag_Delhi
,Bahadurgarh,,,Cancelled_By_Driver,0,morning,26,0,11,Premier_Sedan,0,Pataudi_Chowk
28.49872773536896,Moolchand,224.0,7.86,Completed,0,evening,1,1,17,Bike,0,Karol_Bagh
39.246119733924616,Uttam_Nagar,708.0,18.04,Completed,0,evening,19,1,16,Auto,1,Vaishali
10.079051383399207,Ina_Market,153.0,15.18,Completed,0,morning,9,0,10,Auto,0,Iffco_Chowk
,Sushant_Lok,,,Cancelled_By_Driver,0,afternoon,31,0,12,Bike,1,Noida_Sector_62
5.381165919282511,Iit_Delhi,72.0,13.38,Completed,0,evening,11,0,17,Bike,0,Mansarovar_Park
23.878069432684164,Satguru_Ram_Singh_Marg,282.0,11.81,Incomplete,0,evening,19,0,16,Go_Sedan,0,Punjabi_Bagh
,Adarsh_Nagar,,,No_Driver_Found,0,evening,20,0,18,Go_Mini,0,Gwal_Pahari
22.524271844660195,Munirka,696.0,30.9,Completed,0,late night,10,0,2,Premier_Sedan,0,Saidulajab
62.77665995975856,New_Colony,936.0,14.91,Incomplete,0,night,6,1,21,Ebike,0,Jasola
49.01694915254237,Ignou_Road,2169.0,44.25,Completed,1,afternoon,30,1,12,Auto,0,Tis_Hazari
2.9916410030796303,Meerut,136.0,45.46,Completed,1,afternoon,20,0,13,Ebike,0,Udyog_Bhawan
73.53951890034364,Punjabi_Bagh,214.0,2.91,Completed,0,night,30,1,20,Go_Mini,0,Saket_A_Block
22.22517966462603,Akshardham,835.0,37.57,Completed,0,night,4,0,20,Go_Mini,0,Mayur_Vihar
,Chhatarpur,,,Cancelled_By_Driver,0,evening,30,0,16,Ebike,0,Gurgaon_Sector_29
17.54604280736685,Imt_Manesar,705.0,40.18,Completed,1,evening,11,0,18,Go_Sedan,1,Ashram
,Madipur,,,No_Driver_Found,0,evening,21,0,17,Uber_Xl,0,Dlf_City_Court
23.738872403560837,Azadpur,480.0,20.22,Completed,0,morning,8,0,8,Go_Sedan,0,Khan_Market
,Chhatarpur,,,Cancelled_By_Customer,0,evening,26,0,18,Premier_Sedan,0,Badshahpur
15.795352993744416,Cyber_Hub,707.0,44.76,Completed,1,evening,24,0,18,Go_Mini,0,Old_Gurgaon
,Jhilmil,,,Cancelled_By_Driver,0,evening,28,0,19,Bike,0,Dlf_Phase_3
19.958467928011075,Sikanderpur,865.0,43.34,Completed,1,night,27,0,20,Ebike,0,Greater_Noida
128.64321608040203,Mayur_Vihar,768.0,5.97,Completed,0,evening,26,1,15,Bike,0,Ignou_Road
22.38912732474964,Rohini_West,626.0,27.96,Completed,0,evening,19,0,18,Bike,1,Yamuna_Bank
20.906087777253425,Mandi_House,443.0,21.19,Completed,0,morning,5,0,11,Go_Mini,0,Bahadurgarh
,Azadpur,,,Cancelled_By_Customer,0,evening,7,0,16,Auto,1,Hauz_Rani
4.7449086710056685,Aya_Nagar,226.0,47.63,Completed,1,afternoon,19,0,14,Go_Sedan,0,Chandni_Chowk
18.401639344262296,Shastri_Nagar,449.0,24.4,Completed,0,evening,31,0,16,Auto,1,Saket_A_Block
103.87182910547396,Vinobapuri,778.0,7.49,Completed,0,evening,26,1,19,Go_Mini,0,Shastri_Park
14.770867430441898,Rohini_West,361.0,24.44,Completed,0,evening,10,0,15,Bike,0,Yamuna_Bank
25.543478260869566,Kashmere_Gate_Isbt,235.0,9.2,Completed,0,evening,16,1,17,Auto,0,New_Colony
6.621573513705945,Rohini,186.0,28.09,Completed,0,evening,4,0,15,Go_Sedan,1,Botanical_Garden
161.42433234421364,Kherki_Daula_Toll,544.0,3.37,Incomplete,0,evening,24,1,18,Uber_Xl,0,Nawada
,Iffco_Chowk,,,No_Driver_Found,0,morning,23,0,11,Bike,1,Dilshad_Garden
,Hauz_Rani,,,Cancelled_By_Customer,0,morning,21,0,10,Go_Mini,1,Kaushambi
,Dilshad_Garden,,,Cancelled_By_Customer,0,morning,22,0,6,Auto,1,Qutub_Minar
2.144638403990025,Faridabad_Sector_15,86.0,40.1,Completed,1,night,26,0,22,Bike,1,Vinobapuri
,Sarai_Kale_Khan,,,Cancelled_By_Driver,0,afternoon,30,0,13,Auto,1,Central_Secretariat
,Vishwavidyalaya,,,No_Driver_Found,0,morning,19,0,8,Go_Mini,0,Mg_Road
5.505882352941176,Malviya_Nagar,234.0,42.5,Completed,1,evening,26,0,16,Premier_Sedan,0,Chanakyapuri
,Mayur_Vihar,,,Cancelled_By_Driver,0,morning,28,0,10,Ebike,0,Vidhan_Sabha
18.30033800096572,Vaishali,758.0,41.42,Completed,1,evening,30,0,18,Go_Sedan,1,Tilak_Nagar
35.901826484018265,Kashmere_Gate_Isbt,629.0,17.52,Incomplete,0,afternoon,4,1,13,Auto,0,Laxmi_Nagar
8.61470495424424,Maidan_Garhi,273.0,31.69,Completed,0,evening,16,0,19,Auto,0,Panchsheel_Park
3.467694131594546,Yamuna_Bank,117.0,33.74,Completed,0,late night,12,0,5,Auto,0,Nirman_Vihar
25.936990765888105,Khan_Market,955.0,36.82,Completed,0,evening,7,1,18,Go_Sedan,0,Central_Secretariat
3.587096774193548,Pragati_Maidan,139.0,38.75,Completed,0,evening,1,0,15,Go_Sedan,1,Jama_Masjid
14.938488576449911,Mansarovar_Park,255.0,17.07,Completed,0,afternoon,5,0,14,Go_Mini,1,Rohini
63.19082377476538,Rithala,1212.0,19.18,Completed,0,evening,15,1,17,Auto,0,Aya_Nagar
3.384872544922691,Shastri_Park,81.0,23.93,Completed,0,evening,8,0,17,Go_Sedan,0,Indraprastha
32.31350979718116,Cyber_Hub,940.0,29.09,Completed,0,evening,14,1,17,Auto,0,Udyog_Bhawan
,Jhilmil,,,Cancelled_By_Driver,0,evening,31,0,17,Auto,0,Vidhan_Sabha
3.557168784029038,Saidulajab,98.0,27.55,Completed,0,evening,8,0,16,Ebike,0,Hauz_Khas
51.71428571428572,Tughlakabad,724.0,14.0,Completed,0,afternoon,29,1,12,Premier_Sedan,0,Meerut
15.83509513742072,Kashmere_Gate,749.0,47.3,Completed,1,evening,9,0,16,Ebike,0,Karkarduma
,Madipur,,,No_Driver_Found,0,night,15,0,22,Ebike,0,Saket
16.72378341329678,Shastri_Park,244.0,14.59,Completed,0,morning,2,0,9,Auto,0,Barakhamba_Road
,Nawada,,,No_Driver_Found,0,late night,12,0,1,Auto,1,Jahangirpuri
40.43778801843318,Shahdara,351.0,8.68,Incomplete,0,evening,20,1,18,Auto,0,Bhiwadi
17.135325131810195,Tilak_Nagar,585.0,34.14,Completed,0,night,26,0,20,Auto,1,Azadpur
17.4268637936458,Dlf_Phase_3,554.0,31.79,Completed,0,morning,24,0,10,Auto,0,Udyog_Vihar_Phase_4
32.10715713714514,Laxmi_Nagar,803.0,25.01,Completed,0,evening,7,1,17,Bike,0,Sohna_Road
22.095671981776768,Huda_City_Centre,388.0,17.56,Completed,0,evening,28,0,19,Go_Mini,1,Akshardham
,Shastri_Nagar,,,Cancelled_By_Customer,0,evening,26,0,18,Bike,0,Shivaji_Park
3.92156862745098,Uttam_Nagar,192.0,48.96,Completed,1,night,18,0,23,Go_Mini,0,Greater_Kailash
2.400486174415072,Mehrauli,79.0,32.91,Completed,0,evening,15,0,19,Go_Mini,0,Nawada
,Mansarovar_Park,,,No_Driver_Found,0,night,19,0,20,Go_Mini,0,Manesar
5.295404814004376,Lajpat_Nagar,242.0,45.7,Completed,1,evening,22,0,18,Bike,0,Okhla
,Patel_Chowk,,,Cancelled_By_Customer,0,night,8,0,21,Go_Sedan,0,Nirman_Vihar
8.42901878914405,Botanical_Garden,323.0,38.32,Completed,0,night,21,0,20,Go_Mini,0,Azadpur
,Bahadurgarh,,,Cancelled_By_Driver,0,afternoon,17,0,12,Auto,1,Pragati_Maidan
87.80219780219781,Karol_Bagh,799.0,9.1,Completed,0,night,2,1,21,Auto,1,Palam_Vihar
,Azadpur,,,Cancelled_By_Customer,0,night,11,0,22,Ebike,0,Raj_Nagar_Extension
2.720259845716606,Ramesh_Nagar,134.0,49.26,Completed,1,evening,20,0,16,Premier_Sedan,0,Greater_Kailash
,Malviya_Nagar,,,Cancelled_By_Driver,0,morning,23,0,10,Go_Mini,0,Lajpat_Nagar
,Dwarka_Sector_21,,,Cancelled_By_Customer,0,evening,10,0,18,Bike,1,Malviya_Nagar
,Noida_Film_City,,,Cancelled_By_Customer,0,evening,6,0,19,Bike,0,Keshav_Puram
13.763702801461632,Nirman_Vihar,113.0,8.21,Completed,0,morning,13,0,6,Go_Sedan,0,Satguru_Ram_Singh_Marg
5.220633934120571,Pragati_Maidan,84.0,16.09,Incomplete,0,evening,16,0,16,Go_Mini,0,Faridabad_Sector_15
6.78391959798995,Tughlakabad,81.0,11.94,Completed,0,afternoon,16,0,12,Auto,0,Ramesh_Nagar
120.53462940461723,India_Gate,992.0,8.23,Completed,0,evening,15,1,19,Go_Sedan,0,Kashmere_Gate
10.363636363636363,Maidan_Garhi,513.0,49.5,Completed,1,morning,1,0,6,Premier_Sedan,0,Samaypur_Badli
16.992239764516995,Barakhamba_Road,635.0,37.37,Completed,0,evening,2,0,19,Premier_Sedan,0,Noida_Film_City
6.840022611644996,Kashmere_Gate,242.0,35.38,Completed,0,morning,27,0,6,Uber_Xl,0,Jor_Bagh
32.00229819017523,Barakhamba_Road,1114.0,34.81,Completed,0,afternoon,20,1,12,Bike,1,Dlf_City_Court
17.782026768642446,Gurgaon_Sector_56,372.0,20.92,Completed,0,night,25,0,23,Bike,0,Cyber_Hub
,Ghitorni_Village,,,Cancelled_By_Driver,0,morning,13,0,6,Bike,0,Faridabad_Sector_15
16.545532278751605,Ashram,387.0,23.39,Completed,0,evening,10,0,16,Go_Mini,0,Yamuna_Bank
24.886437378325763,Gurgaon_Sector_29,767.0,30.82,Completed,0,morning,10,0,7,Go_Sedan,0,Mansarovar_Park
20.976067573908963,Shahdara,447.0,21.31,Completed,0,afternoon,11,0,14,Auto,0,Paharganj
24.49779519843214,Sultanpur,500.0,20.41,Completed,0,morning,20,0,7,Premier_Sedan,0,Delhi_Gate
,Noida_Film_City,,,Cancelled_By_Driver,0,evening,18,0,16,Ebike,0,Vasant_Kunj
17.193523515805705,Gurgaon_Sector_29,446.0,25.94,Completed,0,afternoon,5,0,12,Go_Mini,0,Dilshad_Garden
,Jor_Bagh,,,Cancelled_By_Driver,0,morning,12,0,9,Ebike,0,Golf_Course_Road
3.1920326864147093,Huda_City_Centre,125.0,39.16,Completed,0,late night,17,0,1,Ebike,0,Aya_Nagar
17.612442202606136,Dilshad_Garden,419.0,23.79,Completed,0,night,13,0,21,Go_Sedan,0,Subhash_Nagar
,Saket,,,Cancelled_By_Driver,0,morning,4,0,6,Go_Sedan,0,Old_Gurgaon
11.37610302885762,Basai_Dhankot,477.0,41.93,Completed,1,night,19,0,22,Go_Sedan,0,Qutub_Minar
,Basai_Dhankot,,,Cancelled_By_Driver,0,evening,1,0,18,Go_Sedan,0,Mandi_House
,Jor_Bagh,,,Cancelled_By_Driver,0,evening,5,0,17,Go_Sedan,0,Sadar_Bazar_Gurgaon
52.459016393442624,Anand_Vihar,352.0,6.71,Completed,0,night,26,1,21,Auto,0,Imt_Manesar
,Ashram,,,Cancelled_By_Driver,0,night,22,0,22,Bike,0,Bhiwadi
7.485604606525912,Munirka,117.0,15.63,Completed,0,afternoon,4,0,14,Go_Sedan,0,Sushant_Lok
,Vishwavidyalaya,,,Cancelled_By_Driver,0,morning,10,0,9,Go_Sedan,1,Bhikaji_Cama_Place
1.7114093959731542,Tis_Hazari,51.0,29.8,Completed,0,afternoon,12,0,12,Go_Sedan,0,Arjangarh
14.490161001788907,Malviya_Nagar,81.0,5.59,Completed,0,night,2,0,22,Uber_Xl,1,Sohna_Road
,Nawada,,,Cancelled_By_Driver,0,evening,12,0,16,Go_Mini,0,Hero_Honda_Chowk
96.65144596651446,Qutub_Minar,635.0,6.57,Incomplete,0,evening,17,1,19,Premier_Sedan,0,Ghitorni
11.486486486486486,Munirka,51.0,4.44,Completed,0,night,29,0,21,Bike,0,Tis_Hazari
17.415521722985517,Akshardham,469.0,26.93,Completed,0,evening,25,0,18,Go_Sedan,0,Ignou_Road
11.118832522585128,Udyog_Vihar_Phase_4,320.0,28.78,Completed,0,night,30,0,21,Bike,1,Greater_Kailash
55.932203389830505,Raj_Nagar_Extension,726.0,12.98,Completed,0,late night,18,1,2,Go_Mini,0,Imt_Manesar
3.5676810073452256,Ghitorni,68.0,19.06,Incomplete,0,night,14,0,23,Auto,0,Noida_Film_City
9.714285714285714,Akshardham,136.0,14.0,Incomplete,0,afternoon,26,0,12,Ebike,0,Keshav_Puram
10.56665118439387,Nawada,455.0,43.06,Completed,1,night,15,0,20,Go_Sedan,1,New_Delhi_Railway_Station
25.539014373716636,Lajpat_Nagar,995.0,38.96,Completed,0,morning,12,1,10,Auto,1,Shivaji_Park
62.48012718600953,Aya_Nagar,1179.0,18.87,Completed,0,evening,16,1,19,Uber_Xl,1,Meerut
10.964912280701752,Lok_Kalyan_Marg,525.0,47.88,Completed,1,evening,19,0,16,Bike,0,Maidan_Garhi
,Nawada,,,Cancelled_By_Driver,0,night,2,0,20,Auto,0,Pulbangash
,Punjabi_Bagh,,,Cancelled_By_Driver,0,afternoon,8,0,14,Auto,0,Badshahpur
52.63157894736842,Ramesh_Nagar,300.0,5.7,Completed,0,night,15,1,22,Go_Sedan,1,Keshav_Puram
43.722943722943725,Maidan_Garhi,202.0,4.62,Completed,0,evening,30,1,18,Go_Sedan,0,Sarai_Kale_Khan
11.239943208708,Greater_Kailash,475.0,42.26,Completed,1,morning,5,0,7,Premier_Sedan,0,Green_Park
42.73986659825552,Sarojini_Nagar,833.0,19.49,Completed,0,evening,16,1,19,Go_Sedan,0,Saidulajab
,Satguru_Ram_Singh_Marg,,,Cancelled_By_Driver,0,evening,14,0,16,Go_Sedan,0,Kashmere_Gate
3.914767096134787,Palam_Vihar,158.0,40.36,Completed,1,night,6,0,20,Go_Mini,1,Shahdara
3.63935196055412,Gtb_Nagar,155.0,42.59,Completed,1,late night,28,0,3,Bike,0,Palam_Vihar
,Vatika_Chowk,,,Cancelled_By_Driver,0,evening,26,0,18,Auto,0,Pulbangash
4.935424354243542,Cyber_Hub,107.0,21.68,Completed,0,morning,31,0,8,Auto,1,Mundka
5.050167224080268,Adarsh_Nagar,151.0,29.9,Completed,0,evening,4,0,16,Go_Mini,0,Rohini_West
4.423941329548143,Golf_Course_Road,187.0,42.27,Completed,1,night,7,0,21,Go_Mini,0,Bhikaji_Cama_Place
31.04003218668276,Iit_Delhi,1543.0,49.71,Completed,1,evening,15,1,19,Go_Mini,1,Basai_Dhankot
13.267813267813269,Punjabi_Bagh,432.0,32.56,Completed,0,night,14,0,20,Ebike,0,Gurgaon_Sector_56
,Civil_Lines_Gurgaon,,,Cancelled_By_Customer,0,night,4,0,21,Go_Sedan,0,Moti_Nagar
13.457556935817806,Udyog_Vihar_Phase_4,195.0,14.49,Incomplete,0,morning,23,0,10,Go_Sedan,0,Anand_Vihar_Isbt
1.714830104795173,Ghaziabad,54.0,31.49,Completed,0,evening,28,0,15,Go_Mini,0,Udyog_Vihar
44.12593984962406,Narsinghpur,939.0,21.28,Completed,0,morning,6,1,10,Auto,0,Maidan_Garhi
24.282366725248973,Mg_Road,829.0,34.14,Completed,0,morning,4,0,7,Auto,0,Gtb_Nagar
15.198451113262342,Panchsheel_Park,314.0,20.66,Completed,0,evening,22,0,17,Auto,1,Gwal_Pahari
50.77235772357723,Badarpur,1249.0,24.6,Completed,0,night,24,1,21,Go_Sedan,1,Tis_Hazari
15.64065855404438,Gurgaon_Sector_29,437.0,27.94,Completed,0,morning,18,0,8,Auto,0,South_Extension
1.8622391743325104,Dwarka_Sector_21,83.0,44.57,Completed,1,morning,22,0,8,Go_Mini,0,Moolchand
93.58392741412833,Greater_Kailash,1444.0,15.43,Completed,0,morning,16,1,6,Auto,1,Raj_Nagar_Extension
,Pataudi_Chowk,,,Cancelled_By_Driver,0,morning,22,0,9,Go_Mini,1,Meerut
,Bahadurgarh,,,No_Driver_Found,0,evening,2,0,15,Premier_Sedan,0,Uttam_Nagar
31.902985074626866,Gwal_Pahari,1368.0,42.88,Completed,1,late night,7,1,4,Bike,1,Golf_Course_Road
,Punjabi_Bagh,,,No_Driver_Found,0,morning,5,0,6,Bike,0,Ghitorni_Village
17.932217932217934,Tagore_Garden,418.0,23.31,Completed,0,night,3,0,21,Auto,0,Narsinghpur
11.575255102040815,Samaypur_Badli,363.0,31.36,Completed,0,evening,10,0,19,Premier_Sedan,0,Ignou_Road
16.72661870503597,Aiims,279.0,16.68,Completed,0,morning,6,0,9,Go_Mini,0,Chandni_Chowk
6.767223807582552,Hero_Honda_Chowk,332.0,49.06,Completed,1,evening,22,0,17,Go_Mini,0,Aiims
15.808045165843332,Delhi_Gate,448.0,28.34,Completed,0,evening,25,0,18,Auto,0,Gurgaon_Sector_29
,Rohini_West,,,Cancelled_By_Customer,0,evening,8,0,18,Bike,0,Peeragarhi
1.6558861578266495,Badarpur,64.0,38.65,Completed,0,evening,4,0,15,Go_Sedan,0,Ambience_Mall
223.6065573770492,Mandi_House,682.0,3.05,Completed,0,afternoon,10,1,14,Go_Sedan,0,Rohini
,Chanakyapuri,,,No_Driver_Found,0,morning,27,0,10,Go_Mini,1,Munirka
11.671848839990432,Mandi_House,488.0,41.81,Completed,1,late night,13,0,2,Go_Mini,1,India_Gate
,Delhi_Gate,,,Cancelled_By_Customer,0,morning,14,0,11,Auto,0,Chandni_Chowk
30.466751918158568,Barakhamba_Road,953.0,31.28,Completed,0,night,16,1,21,Go_Sedan,0,Ghaziabad
27.971014492753625,Jor_Bagh,965.0,34.5,Completed,0,evening,5,1,19,Go_Sedan,1,Azadpur
30.916030534351147,Khan_Market,405.0,13.1,Completed,0,evening,18,1,16,Go_Sedan,1,Green_Park
,Satguru_Ram_Singh_Marg,,,No_Driver_Found,0,afternoon,14,0,14,Auto,0,Sikanderpur
,Meerut,,,Cancelled_By_Driver,0,morning,7,0,10,Go_Mini,0,Vasant_Kunj
42.59818731117825,Udyog_Vihar_Phase_4,423.0,9.93,Completed,0,evening,29,1,17,Go_Sedan,0,Kalkaji
,Rk_Puram,,,Cancelled_By_Customer,0,night,28,0,23,Go_Sedan,0,Panipat
,Gtb_Nagar,,,No_Driver_Found,0,morning,24,0,10,Auto,0,Jasola
8.268086439085499,Akshardham,264.0,31.93,Completed,0,morning,25,0,8,Auto,1,Bahadurgarh
